INFORMACION MENSUAL DEL MERCADO DE CAMBIOS;;;;;;;;;;;;;;;;;;;;;;
Gerencia de Estadísticas del Sector Externo - Banco Central de la República Argentina;;;;;;;;;;;;;;;;;;;;;;
2010;23;Otros Sector Privado no Financiero;V; 151 ; 141 ; 142 ; 103 ; 117 ; 135 ; 138 ; 117 ; 139 ; 140 ; 149 ; 134 ;;;;;;;
2010;23;Petróleo;V; 0 ; 0 ;; 0 ; 0 ; 0 ;; 0 ; 0 ;; 0 ;;;;;;;;
2010;23;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;23;Sector Público;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;23;Seguros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;23;Todos;V; 191 ; 179 ; 181 ; 137 ; 154 ; 169 ; 180 ; 157 ; 189 ; 183 ; 192 ; 186 ;;;;;;;
2010;23;Transporte;V; 3 ; 1 ; 2 ; 2 ; 1 ; 2 ; 1 ; 2 ; 1 ; 1 ; 2 ; 2 ;;;;;;;
2010;23;Turismo y Hotelería;V; 35 ; 35 ; 35 ; 30 ; 34 ; 31 ; 36 ; 31 ; 39 ; 34 ; 32 ; 40 ;;;;;;;
2010;24;Alimentos, Bebidas y Tabaco;V; 0 ;;;; 0 ;;;;;;;;;;;;;;
2010;24;Comercio;V;;;; 0 ;;;; 0 ;;;;;;;;;;;
2010;24;Gastronomía;V;;; 0 ;;;;;;;;;;;;;;;;
2010;24;Industria Química, Caucho y Plástico;V;;; 0 ; 0 ;;;;;;;;;;;;;;;
2010;24;Informática;V;;;; 0 ;;;;;;;;;;;;;;;
2010;24;Otros Sector Privado no Financiero;V; 1 ; 2 ; 3 ; 3 ; 2 ; 4 ; 3 ; 2 ; 2 ; 3 ; 3 ; 4 ;;;;;;;
2010;24;Todos;V; 81 ; 83 ; 104 ; 109 ; 103 ; 110 ; 117 ; 91 ; 111 ; 107 ; 135 ; 139 ;;;;;;;
2010;24;Transporte;V; 75 ; 77 ; 100 ; 103 ; 98 ; 103 ; 113 ; 87 ; 107 ; 102 ; 128 ; 121 ;;;;;;;
2010;24;Turismo y Hotelería;V; 4 ; 4 ; 2 ; 3 ; 3 ; 3 ; 2 ; 2 ; 2 ; 2 ; 5 ; 13 ;;;;;;;
2010;25;Agricultura, Ganadería y Otras Actividades Primarias;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 2 ; 1 ; 2 ; 1 ; 4 ;;;;;;;
2010;25;Agua;V; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ;; 0 ; 0 ;;;;;;;;
2010;25;Alimentos, Bebidas y Tabaco;V; 8 ; 7 ; 10 ; 9 ; 7 ; 9 ; 10 ; 9 ; 8 ; 7 ; 11 ; 25 ;;;;;;;
2010;25;Comercio;V; 3 ; 5 ; 3 ; 2 ; 3 ; 3 ; 4 ; 3 ; 3 ; 2 ; 4 ; 4 ;;;;;;;
2010;25;Comunicaciones;V; 4 ; 4 ; 30 ; 19 ; 23 ; 5 ; 26 ; 32 ; 17 ; 12 ; 11 ; 14 ;;;;;;;
2010;25;Construcción;V; 1 ; 3 ; 4 ; 2 ; 3 ; 1 ; 2 ; 3 ; 2 ; 3 ; 2 ; 7 ;;;;;;;
2010;25;Electricidad (Generación, Transporte, Distribución);V; 1 ; 2 ; 9 ; 4 ; 3 ; 5 ; 2 ; 7 ; 4 ; 18 ; 25 ; 25 ;;;;;;;
2010;25;Entidades Financieras y Cambiarias;V; 2 ; 1 ; 3 ; 3 ; 1 ; 2 ; 3 ; 1 ; 2 ; 1 ; 4 ; 2 ;;;;;;;
2010;25;Entretenimiento;V; 1 ; 2 ; 5 ; 2 ; 3 ; 6 ; 2 ; 2 ; 2 ; 10 ; 4 ; 3 ;;;;;;;
2010;25;Gas (Extracción, Transporte, Distribución);V; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 4 ; 0 ; 1 ; 1 ; 4 ; 1 ;;;;;;;
2010;25;Gastronomía;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;25;Industria Automotriz;V; 4 ; 3 ; 9 ; 5 ; 7 ; 3 ; 3 ; 2 ; 4 ; 4 ; 4 ; 7 ;;;;;;;
2010;25;Industria de Papel, Ediciones e Impresiones;V; 3 ; 2 ; 1 ; 2 ; 1 ; 1 ; 2 ; 2 ; 1 ; 2 ; 2 ; 1 ;;;;;;;
2010;25;Industria Química, Caucho y Plástico;V; 7 ; 7 ; 9 ; 9 ; 10 ; 11 ; 10 ; 9 ; 9 ; 8 ; 12 ; 17 ;;;;;;;
2010;25;Industria Textil y Curtidos;V; 2 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ;;;;;;;
2010;25;Informática;V; 6 ; 4 ; 3 ; 9 ; 5 ; 5 ; 10 ; 3 ; 5 ; 7 ; 5 ; 7 ;;;;;;;
2010;25;Maquinarias y Equipos;V; 4 ; 14 ; 8 ; 6 ; 5 ; 7 ; 5 ; 11 ; 3 ; 14 ; 8 ; 8 ;;;;;;;
2010;25;Metales Comunes y Elaboración;V; 4 ; 3 ; 3 ; 2 ; 2 ; 3 ; 2 ; 1 ; 4 ; 2 ; 2 ; 3 ;;;;;;;
2010;25;Mineria;V; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 2 ; 1 ; 0 ; 2 ;;;;;;;
2010;25;Oleaginosos y Cerealeros;V; 0 ; 1 ; 1 ; 5 ; 1 ; 5 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ;;;;;;;
2010;25;Otros Industria Manufacturera;V; 1 ; 1 ; 2 ; 1 ; 2 ; 1 ; 2 ; 3 ; 1 ; 2 ; 3 ; 3 ;;;;;;;
2010;25;Otros Sector Privado no Financiero;V; 30 ; 32 ; 46 ; 33 ; 23 ; 31 ; 49 ; 35 ; 37 ; 48 ; 71 ; 38 ;;;;;;;
2010;25;Petróleo;V; 18 ; 15 ; 17 ; 16 ; 21 ; 18 ; 18 ; 14 ; 13 ; 19 ; 20 ; 27 ;;;;;;;
2010;25;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 1 ; 3 ; 0 ; 0 ; 2 ; 1 ; 0 ; 2 ; 1 ; 1 ; 0 ; 2 ;;;;;;;
2010;25;Sector Público;V; 9 ; 6 ; 16 ; 7 ; 4 ; 2 ; 6 ; 9 ; 14 ; 7 ; 10 ; 14 ;;;;;;;
2010;25;Seguros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 6 ; 1 ; 1 ;;;;;;;
2010;25;Todos;V; 125 ; 129 ; 197 ; 156 ; 147 ; 145 ; 190 ; 177 ; 161 ; 197 ; 231 ; 239 ;;;;;;;
2010;25;Transporte;V; 11 ; 9 ; 10 ; 11 ; 15 ; 18 ; 25 ; 22 ; 23 ; 18 ; 21 ; 22 ;;;;;;;
2010;25;Turismo y Hotelería;V; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 3 ; 1 ; 2 ; 2 ;;;;;;;
2010;26;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;26;Alimentos, Bebidas y Tabaco;V; 8 ; 6 ; 10 ; 26 ; 7 ; 8 ; 6 ; 9 ; 7 ; 11 ; 8 ; 11 ;;;;;;;
2010;26;Comercio;V; 2 ; 2 ; 2 ; 2 ; 3 ; 2 ; 1 ; 4 ; 2 ; 4 ; 4 ; 3 ;;;;;;;
2010;26;Comunicaciones;V; 6 ; 5 ; 11 ; 7 ; 7 ; 2 ; 8 ; 3 ; 4 ; 12 ; 22 ; 18 ;;;;;;;
2010;26;Construcción;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;26;Electricidad (Generación, Transporte, Distribución);V;; 0 ;; 0 ;;;;;;;;;;;;;;;
2010;26;Entidades Financieras y Cambiarias;V; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;26;Entretenimiento;V; 9 ; 4 ; 6 ; 1 ; 7 ; 3 ; 1 ; 4 ; 12 ; 2 ; 9 ; 6 ;;;;;;;
2010;26;Gas (Extracción, Transporte, Distribución);V;; 1 ;;;;;;;;;; 0 ;;;;;;;
2010;26;Gastronomía;V; 1 ; 1 ; 1 ; 2 ; 1 ; 1 ; 1 ; 2 ; 2 ; 2 ; 2 ; 2 ;;;;;;;
2010;26;Industria Automotriz;V; 2 ; 33 ; 5 ; 5 ; 10 ; 0 ; 1 ; 14 ; 1 ; 1 ; 10 ; 5 ;;;;;;;
2010;26;Industria de Papel, Ediciones e Impresiones;V; 3 ; 3 ; 2 ; 5 ; 3 ; 1 ; 5 ; 2 ; 2 ; 4 ; 2 ; 2 ;;;;;;;
2010;26;Industria Química, Caucho y Plástico;V; 20 ; 11 ; 24 ; 20 ; 18 ; 9 ; 14 ; 7 ; 12 ; 17 ; 17 ; 59 ;;;;;;;
2010;26;Industria Textil y Curtidos;V; 1 ; 9 ; 7 ; 2 ; 14 ; 2 ; 1 ; 13 ; 1 ; 2 ; 9 ; 2 ;;;;;;;
2010;26;Informática;V; 11 ; 8 ; 12 ; 4 ; 15 ; 8 ; 9 ; 6 ; 5 ; 1 ; 4 ; 10 ;;;;;;;
2010;26;Maquinarias y Equipos;V; 1 ; 2 ; 1 ; 1 ; 3 ; 1 ; 2 ; 1 ; 1 ; 1 ; 0 ; 1 ;;;;;;;
2010;26;Metales Comunes y Elaboración;V; 1 ; 4 ; 5 ; 0 ; 0 ; 0 ; 2 ; 1 ; 1 ; 6 ; 1 ; 5 ;;;;;;;
2010;26;Mineria;V;;; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;;
2010;26;Oleaginosos y Cerealeros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 4 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2010;26;Otros Industria Manufacturera;V; 1 ; 0 ; 1 ; 0 ; 0 ; 3 ; 1 ; 2 ; 0 ; 1 ; 1 ; 1 ;;;;;;;
2010;26;Otros Sector Privado no Financiero;V; 22 ; 7 ; 2 ; 6 ; 25 ; 2 ; 4 ; 4 ; 2 ; 22 ; 24 ; 14 ;;;;;;;
2010;26;Petróleo;V; 1 ; 1 ;; 2 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ;;;;;;;
2010;26;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 1 ; 0 ;; 1 ;; 0 ; 1 ;; 0 ; 1 ;; 0 ;;;;;;;
2010;26;Sector Público;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;26;Seguros;V;;;;; 0 ;;;;;;; 0 ;;;;;;;
2010;26;Todos;V; 91 ; 99 ; 90 ; 83 ; 114 ; 44 ; 66 ; 79 ; 54 ; 85 ; 114 ; 142 ;;;;;;;
2010;26;Transporte;V; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2010;26;Turismo y Hotelería;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Alimentos, Bebidas y Tabaco;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Comercio;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Comunicaciones;V; 0 ; 0 ; 0 ;; 0 ; 0 ;;; 0 ;;; 0 ;;;;;;;
2010;27;Construcción;V; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;;;;;;;;;;;
2010;27;Electricidad (Generación, Transporte, Distribución);V;;;;;;; 0 ;;;;;;;;;;;;
2010;27;Entidades Financieras y Cambiarias;V; 0 ;;; 0 ;;;;;;;;;;;;;;;
2010;27;Entretenimiento;V;;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;;;;;;;
2010;27;Gas (Extracción, Transporte, Distribución);V;;;; 0 ;;;;;;;;;;;;;;;
2010;27;Industria Automotriz;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -0 ; 0 ;;;;;;;
2010;27;Industria de Papel, Ediciones e Impresiones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Industria Química, Caucho y Plástico;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Industria Textil y Curtidos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ;;;;;;;;
2010;27;Informática;V; 0 ;;; 0 ; 0 ; 0 ; 0 ;; 0 ;; 0 ; 0 ;;;;;;;
2010;27;Maquinarias y Equipos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Metales Comunes y Elaboración;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ;; 0 ; 0 ;;;;;;;
2010;27;Mineria;V;;; 0 ;;;;; 0 ;;;;;;;;;;;
2010;27;Oleaginosos y Cerealeros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Otros Industria Manufacturera;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2010;27;Otros Sector Privado no Financiero;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 0 ; 3 ; 0 ;;;;;;;
2010;27;Petróleo;V;; 0 ; 0 ; 0 ; 0 ; 0 ;;; 0 ;; 0 ;;;;;;;;
2010;27;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ;; 0 ;;;;;;;
2010;27;Sector Público;V;; 0 ;; 0 ;;; 0 ;;;;;;;;;;;;
2010;27;Seguros;V; 19 ; 9 ; 21 ; 17 ; 7 ; 17 ; 13 ; 16 ; 30 ; 10 ; 19 ; 6 ;;;;;;;
2010;27;Todos;V; 20 ; 10 ; 22 ; 18 ; 9 ; 19 ; 14 ; 17 ; 34 ; 11 ; 23 ; 7 ;;;;;;;
2010;27;Transporte;V; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;27;Turismo y Hotelería;V; 0 ; 0 ;;;;;; 0 ;;;;;;;;;;;
2010;28;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Agua;V;;;;;;;;;;; 0 ;;;;;;;;
2010;28;Alimentos, Bebidas y Tabaco;V; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Comercio;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Comunicaciones;V; 17 ; 19 ; 40 ; 12 ; 24 ; 24 ; 22 ; 23 ; 19 ; 23 ; 22 ; 23 ;;;;;;;
2010;28;Construcción;V;; 0 ;;; 0 ;;;; 0 ; 0 ; 0 ;;;;;;;;
2010;28;Electricidad (Generación, Transporte, Distribución);V;;;;;;;; 0 ;;;;;;;;;;;
2010;28;Entidades Financieras y Cambiarias;V; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Entretenimiento;V; 3 ; 1 ; 1 ; 2 ; 3 ; 1 ; 1 ; 3 ; 1 ; 5 ; 1 ; 4 ;;;;;;;
2010;28;Gastronomía;V; 0 ;;; 0 ; 0 ; 0 ; 0 ;;; 0 ;; 0 ;;;;;;;
2010;28;Industria Automotriz;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Industria de Papel, Ediciones e Impresiones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Industria Química, Caucho y Plástico;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2010;28;Industria Textil y Curtidos;V;; 0 ; 0 ;; 0 ;; 0 ;; 0 ;; 0 ; 0 ;;;;;;;
2010;28;Informática;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Maquinarias y Equipos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Metales Comunes y Elaboración;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;; 0 ;; 0 ; 0 ;;;;;;;
2010;28;Mineria;V; 0 ;; 0 ;;;;;;;;;;;;;;;;
2010;28;Oleaginosos y Cerealeros;V; 0 ;;;; 0 ; 0 ; 0 ;; 0 ; 0 ;;;;;;;;;
2010;28;Otros Industria Manufacturera;V; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 6 ; 0 ; 0 ;; 0 ;;;;;;;
2010;28;Otros Sector Privado no Financiero;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 1 ; 1 ; 1 ;;;;;;;
2010;28;Petróleo;V;; 0 ;; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V;; 0 ; 0 ; 0 ;;;;;;;;;;;;;;;
2010;28;Sector Público;V; 0 ; 0 ; 0 ;; 0 ;; 0 ;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Todos;V; 22 ; 22 ; 44 ; 15 ; 30 ; 27 ; 25 ; 37 ; 23 ; 30 ; 25 ; 29 ;;;;;;;
2010;28;Transporte;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;28;Turismo y Hotelería;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Agua;V; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Alimentos, Bebidas y Tabaco;V; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ;;;;;;;
2010;29;Comercio;V; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ;;;;;;;
2010;29;Comunicaciones;V; 3 ; 1 ; 11 ; 7 ; 4 ; 7 ; 2 ; 6 ; 4 ; 1 ; 2 ; 7 ;;;;;;;
2010;29;Construcción;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Electricidad (Generación, Transporte, Distribución);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Entidades Financieras y Cambiarias;V; 1 ; 2 ; 1 ; 2 ; 1 ; 2 ; 2 ; 3 ; 2 ; 1 ; 2 ; 4 ;;;;;;;
2010;29;Entretenimiento;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Gas (Extracción, Transporte, Distribución);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Gastronomía;V; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Industria Automotriz;V; 1 ; 4 ; 3 ; 2 ; 5 ; 3 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2010;29;Industria de Papel, Ediciones e Impresiones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ;;;;;;;
2010;29;Industria Química, Caucho y Plástico;V; 1 ; 2 ; 1 ; 1 ; 2 ; 1 ; 1 ; 2 ; 2 ; 0 ; 1 ; 2 ;;;;;;;
2010;29;Industria Textil y Curtidos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Informática;V; 4 ; 2 ; 2 ; 4 ; 2 ; 2 ; 3 ; 3 ; 3 ; 2 ; 3 ; 3 ;;;;;;;
2010;29;Maquinarias y Equipos;V; 2 ; 2 ; 6 ; 9 ; 2 ; 2 ; 3 ; 1 ; 3 ; 4 ; 2 ; 3 ;;;;;;;
2010;29;Metales Comunes y Elaboración;V; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Mineria;V;; 0 ; 0 ;;; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ;;;;;;;
2010;29;Oleaginosos y Cerealeros;V; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ;;;;;;;
2010;29;Otros Industria Manufacturera;V; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Otros Sector Privado no Financiero;V; 3 ; 3 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 1 ; 4 ; 2 ;;;;;;;
2010;29;Petróleo;V; 4 ; 3 ; 5 ; 4 ; 2 ; 3 ; 3 ; 3 ; 3 ; 0 ; 2 ; 7 ;;;;;;;
2010;29;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Sector Público;V; 1 ; 4 ; 1 ; 3 ; 0 ; 2 ; 3 ; 1 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2010;29;Seguros;V; 0 ; 0 ; 0 ; 0 ; -0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Todos;V; 24 ; 25 ; 38 ; 40 ; 21 ; 28 ; 23 ; 26 ; 28 ; 15 ; 20 ; 35 ;;;;;;;
2010;29;Transporte;V; 1 ; 0 ; 0 ; 3 ; 0 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ;;;;;;;
2010;29;Turismo y Hotelería;V; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;32;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 1 ;;;;;;;
2010;32;Agua;V; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;32;Alimentos, Bebidas y Tabaco;V; 3 ; 3 ; 4 ; 4 ; 3 ; 4 ; 4 ; 3 ; 3 ; 5 ; 3 ; 4 ;;;;;;;
2010;32;Comercio;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2010;32;Comunicaciones;V; 4 ; 6 ; 3 ; 4 ; 2 ; 3 ; 4 ; 4 ; 7 ; 4 ; 5 ; 6 ;;;;;;;
2010;32;Construcción;V; 5 ; 7 ; 7 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 2 ; 4 ;;;;;;;
2010;32;Electricidad (Generación, Transporte, Distribución);V; 3 ; 5 ; 7 ; 2 ; 2 ; 5 ; 4 ; 3 ; 12 ; 3 ; 7 ; 6 ;;;;;;;
2010;32;Entidades Financieras y Cambiarias;V; 8 ; 9 ; 7 ; 7 ; 6 ; 5 ; 6 ; 7 ; 5 ; 9 ; 7 ; 6 ;;;;;;;
2010;32;Entretenimiento;V; 2 ; 1 ; 1 ; 0 ; 0 ; 3 ; 1 ; 1 ; 2 ; 3 ; 1 ; 0 ;;;;;;;
2010;32;Gas (Extracción, Transporte, Distribución);V; 1 ; 0 ; 1 ; 0 ; 2 ; 0 ; 3 ; 0 ; 1 ; 0 ; 1 ; 0 ;;;;;;;
2010;32;Gastronomía;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2010;32;Industria Automotriz;V; 3 ; 4 ; 5 ; 4 ; 3 ; 4 ; 5 ; 3 ; 4 ; 4 ; 5 ; 4 ;;;;;;;
2010;32;Industria de Papel, Ediciones e Impresiones;V; 1 ; 2 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ;;;;;;;
2010;32;Industria Química, Caucho y Plástico;V; 2 ; 3 ; 2 ; 2 ; 4 ; 4 ; 4 ; 6 ; 2 ; 2 ; 3 ; 8 ;;;;;;;
2010;32;Industria Textil y Curtidos;V; 2 ; 1 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 2 ; 1 ; 1 ;;;;;;;
2010;32;Informática;V; 2 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ;;;;;;;
2010;32;Maquinarias y Equipos;V; 2 ; 2 ; 3 ; 1 ; 1 ; 1 ; 3 ; 1 ; 3 ; 1 ; 1 ; 1 ;;;;;;;
